Protein Id	Gene Symbol	Description	Group ID	Number of peptides	Collapsed?	Ct_replicate1	TIRRko_replicate1	Ct_replicate2	TIRR_replicate2	Average_ct	Average_TIRR	TIRRdel/ct	log2(TIRR/ct)
sp|Q9NRH1|CG036_HUMAN	C7orf36	 Uncharacterized protein C7orf36 OS=Homo sapiens GN=C7orf36 PE=1 SV=1	3280	3	C	265.134	357.828	277.629	309.589	271.3815	333.7085	1.229665618	0.298266058
sp|Q5SRE5|NU188_HUMAN	NUP188	 Nucleoporin NUP188 homolog OS=Homo sapiens GN=NUP188 PE=1 SV=1	2195	21	C	4734.33	5874.66	4369.33	5317.69	4551.83	5596.175	1.229434096	0.297994401
sp|Q9P2X3|IMPCT_HUMAN	IMPACT	 Protein IMPACT OS=Homo sapiens GN=IMPACT PE=1 SV=2	6444	5	C	1654.67	2092.04	1623.61	1935.97	1639.14	2014.005	1.228696146	0.297128184
tr|E9PMS6|E9PMS6_HUMAN	LMO7	 Uncharacterized protein OS=Homo sapiens GN=LMO7 PE=4 SV=1	617	9	C	2925.34	3447.29	2775.93	3554.74	2850.635	3501.015	1.228152675	0.296489917
sp|Q14657|LAGE3_HUMAN	LAGE3	 L antigen family member 3 OS=Homo sapiens GN=LAGE3 PE=1 SV=2	5739	3	C	649.792	855.647	610.566	692.216	630.179	773.9315	1.228113758	0.296444201
sp|Q12972|PP1R8_HUMAN	PPP1R8	 Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens GN=PPP1R8 PE=1 SV=2	5201	12	C	3736.99	4545.28	3394.53	4212.38	3565.76	4378.83	1.228021516	0.296335838
sp|Q8IWA5-2|CTL2_HUMAN	SLC44A2	 Isoform 2 of Choline transporter-like protein 2 OS=Homo sapiens GN=SLC44A2	3398	8	C	2010.76	2496.57	1838.55	2229.55	1924.655	2363.06	1.227783681	0.296056399
sp|Q8IXQ6-2|PARP9_HUMAN	PARP9	 Isoform 2 of Poly [ADP-ribose] polymerase 9 OS=Homo sapiens GN=PARP9	482	4	C	703.361	902.078	599.628	697.694	651.4945	799.886	1.227770917	0.296041402
sp|Q99576|T22D3_HUMAN	TSC22D3	 TSC22 domain family protein 3 OS=Homo sapiens GN=TSC22D3 PE=1 SV=2	175	3	C	532.146	697.273	514.17	586.822	523.158	642.0475	1.227253526	0.295433311
sp|Q5M775-4|CYTSB_HUMAN	SPECC1	 Isoform 4 of Cytospin-B OS=Homo sapiens GN=SPECC1	317	41	C	10646.3	12082	8531.33	11452.9	9588.815	11767.45	1.227205864	0.295377282
sp|Q9H8Y8|GORS2_HUMAN	GORASP2	 Golgi reassembly-stacking protein 2 OS=Homo sapiens GN=GORASP2 PE=1 SV=3	685	16	C	7315.17	8660.95	6253.04	7989.61	6784.105	8325.28	1.227174403	0.295340295
sp|Q9BW61|DDA1_HUMAN	DDA1	 DET1- and DDB1-associated protein 1 OS=Homo sapiens GN=DDA1 PE=1 SV=1	4495	11	C	3090.4	3881.45	2945.6	3523.36	3018	3702.405	1.226774354	0.294869912
sp|P20073-2|ANXA7_HUMAN	ANXA7	 Isoform 2 of Annexin A7 OS=Homo sapiens GN=ANXA7	3718	25	C	6413.41	8002.27	5942.29	7155.24	6177.85	7578.755	1.226762547	0.294856027
sp|Q8NBM8|PCYXL_HUMAN	PCYOX1L	 Prenylcysteine oxidase-like OS=Homo sapiens GN=PCYOX1L PE=1 SV=2	6786	4	C	758.178	948.024	696.648	836.652	727.413	892.338	1.226728145	0.294815569
sp|Q9UJT0|TBE_HUMAN	TUBE1	 Tubulin epsilon chain OS=Homo sapiens GN=TUBE1 PE=2 SV=1	5905	3	C	226.123	295.499	217.067	248.128	221.595	271.8135	1.226622893	0.294691782
sp|Q8TDN4|CABL1_HUMAN	CABLES1	 CDK5 and ABL1 enzyme substrate 1 OS=Homo sapiens GN=CABLES1 PE=1 SV=2	4611	1	C	786.726	924.401	643.295	829.625	715.0105	877.013	1.226573596	0.2946338
sp|O15370|SOX12_HUMAN	SOX12	 Transcription factor SOX-12 OS=Homo sapiens GN=SOX12 PE=2 SV=2	6265	2	C	1078.45	1351.57	1063.93	1275.99	1071.19	1313.78	1.22646776	0.294509311
sp|Q12802-2|AKP13_HUMAN	AKAP13	 Isoform 2 of A-kinase anchor protein 13 OS=Homo sapiens GN=AKAP13	733	46	C	10818.4	13160.3	9998.57	12370.3	10408.485	12765.3	1.226432089	0.29446735
sp|P61962|DCAF7_HUMAN	DCAF7	 DDB1- and CUL4-associated factor 7 OS=Homo sapiens GN=DCAF7 PE=1 SV=1	4384	9	C	1885.73	2407.36	1773.85	2080.13	1829.79	2243.745	1.226230879	0.29423064
sp|Q04724|TLE1_HUMAN	TLE1	 Transducin-like enhancer protein 1 OS=Homo sapiens GN=TLE1 PE=1 SV=2	1121	8	C	2120.09	2617.82	1883.93	2291.57	2002.01	2454.695	1.226115254	0.294094598
sp|Q99571|P2RX4_HUMAN	P2RX4	 P2X purinoceptor 4 OS=Homo sapiens GN=P2RX4 PE=1 SV=2	7168	1	C	89.4907	121.898	88.9742	96.8371	89.23245	109.36755	1.225647732	0.293544389
sp|Q7Z6M1|RABEK_HUMAN	RABEPK	 Rab9 effector protein with kelch motifs OS=Homo sapiens GN=RABEPK PE=1 SV=1	3122	11	C	2635.76	3051.29	2284.83	2976.29	2460.295	3013.79	1.224970989	0.292747583
sp|Q9NUD5|ZCHC3_HUMAN	ZCCHC3	 Zinc finger CCHC domain-containing protein 3 OS=Homo sapiens GN=ZCCHC3 PE=1 SV=1	4070	2	C	300.292	389.855	279.113	319.812	289.7025	354.8335	1.22482029	0.292570087
sp|Q8NEM2|SHCBP_HUMAN	SHCBP1	 SHC SH2 domain-binding protein 1 OS=Homo sapiens GN=SHCBP1 PE=1 SV=3	2894	13	C	2161.36	2715.63	2048.24	2439.78	2104.8	2577.705	1.224679304	0.292404013
sp|P18510-2|IL1RA_HUMAN	IL1RN	 Isoform 2 of Interleukin-1 receptor antagonist protein OS=Homo sapiens GN=IL1RN	6735	4	C	750.328	814.354	669.307	924.178	709.8175	869.266	1.224633092	0.292349574
sp|Q96D09|GASP2_HUMAN	GPRASP2	 G-protein coupled receptor-associated sorting protein 2 OS=Homo sapiens GN=GPRASP2 PE=1 SV=1	5050	4	C	1239.94	1594.97	1194.03	1385.3	1216.985	1490.135	1.224448124	0.292131653
sp|Q02952|AKA12_HUMAN	AKAP12	 A-kinase anchor protein 12 OS=Homo sapiens GN=AKAP12 PE=1 SV=4	513	146	C	41469.1	51136.5	37980.3	46136.9	39724.7	48636.7	1.224344048	0.292009021
sp|Q9H2D1|MFTC_HUMAN	SLC25A32	 Mitochondrial folate transporter/carrier OS=Homo sapiens GN=SLC25A32 PE=1 SV=2	5130	1	C	65.9884	83.4665	53.6492	62.998	59.8188	73.23225	1.224234689	0.291880153
sp|Q9BQ04|RBM4B_HUMAN	RBM4B	 RNA-binding protein 4B OS=Homo sapiens GN=RBM4B PE=1 SV=1	269	30	C	9642.93	11136.8	7918.78	10354	8780.855	10745.4	1.223730491	0.29128586
sp|P48552|NRIP1_HUMAN	NRIP1	 Nuclear receptor-interacting protein 1 OS=Homo sapiens GN=NRIP1 PE=1 SV=2	297	6	C	5302.67	5084.66	3108.3	5207.07	4205.485	5145.865	1.223607979	0.291141419
sp|Q8IZ73|RUSD2_HUMAN	RPUSD2	 RNA pseudouridylate synthase domain-containing protein 2 OS=Homo sapiens GN=RPUSD2 PE=1 SV=2	3889	5	C	1240.99	1585.72	1185.96	1383.7	1213.475	1484.71	1.223519232	0.291036779
sp|P49023|PAXI_HUMAN	PXN	 Paxillin OS=Homo sapiens GN=PXN PE=1 SV=3	3521	2	C	570.742	734.717	560.352	649.125	565.547	691.921	1.223454461	0.290960403
sp|Q96F63|CCD97_HUMAN	CCDC97	 Coiled-coil domain-containing protein 97 OS=Homo sapiens GN=CCDC97 PE=1 SV=1	746	6	C	880.624	1106.51	842.361	1001.2	861.4925	1053.855	1.223289814	0.290766238
sp|Q9BV73-2|CP250_HUMAN	CEP250	 Isoform 2 of Centrosome-associated protein CEP250 OS=Homo sapiens GN=CEP250	312	28	C	5567.1	7456.55	5435.94	6002.83	5501.52	6729.69	1.22324194	0.290709777
sp|P62906|RL10A_HUMAN	RPL10A	 60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2	3148	36	C	19920.8	24646.3	16734.1	20183.6	18327.45	22414.95	1.223026117	0.290455212
sp|Q5SZL2|CF204_HUMAN	C6orf204	 Coiled-coil domain-containing protein C6orf204 OS=Homo sapiens GN=C6orf204 PE=1 SV=1	6770	2	C	109.387	144.143	110.194	124.399	109.7905	134.271	1.222974665	0.290394518
sp|P12236|ADT3_HUMAN	SLC25A6	 ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4	580	7	C	2575.83	3199.65	2309.15	2773.86	2442.49	2986.755	1.222832028	0.290226244
sp|P0CG47|UBB_HUMAN	UBB	 Polyubiquitin-B OS=Homo sapiens GN=UBB PE=1 SV=1	3408	88	C	29181.5	37625.8	27346.3	31488.9	28263.9	34557.35	1.222667431	0.29003204
##sp|P05198|IF2A_HUMAN	EIF2S1	 Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3	7098	3	C	2932.01	3076.14	1923.8	2860.66	2427.905	2968.4	1.222617854	0.28997354
sp|O96017-4|CHK2_HUMAN	CHEK2	 Isoform 4 of Serine/threonine-protein kinase Chk2 OS=Homo sapiens GN=CHEK2	4308	3	C	387.078	496.699	371.128	430.239	379.103	463.469	1.222541104	0.289882971
sp|Q01085|TIAR_HUMAN	TIAL1	 Nucleolysin TIAR OS=Homo sapiens GN=TIAL1 PE=1 SV=1	193	18	C	5410.27	6220.66	4298.31	5647.67	4854.29	5934.165	1.222457867	0.289784743
sp|Q96DX7|TRI44_HUMAN	TRIM44	 Tripartite motif-containing protein 44 OS=Homo sapiens GN=TRIM44 PE=1 SV=1	4872	1	C	138.763	159.333	75.3439	102.397	107.05345	130.865	1.222426741	0.289748008
sp|Q9NSC5-2|HOME3_HUMAN	HOMER3	 Isoform 2 of Homer protein homolog 3 OS=Homo sapiens GN=HOMER3	1757	13	C	4063.03	5052.78	3833.8	4598.42	3948.415	4825.6	1.222161298	0.289434701
sp|Q8TBC4|UBA3_HUMAN	UBA3	 NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens GN=UBA3 PE=1 SV=2	1211	28	C	7072.64	8582.04	6684.96	8224.04	6878.8	8403.04	1.22158516	0.288754442
sp|A4D161-2|CG046_HUMAN	C7orf46	 Isoform 2 of Uncharacterized protein C7orf46 OS=Homo sapiens GN=C7orf46	1363	3	C	254.416	333.353	261.02	296.249	257.718	314.801	1.221494036	0.28864682
sp|Q9H0L4|CSTFT_HUMAN	CSTF2T	 Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens GN=CSTF2T PE=1 SV=1	2423	23	C	6568.71	7506.06	5241.52	6919.09	5905.115	7212.575	1.221411437	0.28854926
sp|O94913|PCF11_HUMAN	PCF11	 Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens GN=PCF11 PE=1 SV=3	5064	14	C	3605.64	4000.39	3090.69	4175.93	3348.165	4088.16	1.221015093	0.288081034
sp|Q96FV2|SCRN2_HUMAN	SCRN2	 Secernin-2 OS=Homo sapiens GN=SCRN2 PE=2 SV=3	3987	5	C	983.899	1285.41	1019.55	1160.67	1001.7245	1223.04	1.220934498	0.287985804
sp|P53004|BIEA_HUMAN	BLVRA	 Biliverdin reductase A OS=Homo sapiens GN=BLVRA PE=1 SV=2	4505	16	C	5593.68	7010.2	5164.45	6123.73	5379.065	6566.965	1.220837636	0.287871344
sp|Q9GZT8-2|NIF3L_HUMAN	NIF3L1	 Isoform 2 of NIF3-like protein 1 OS=Homo sapiens GN=NIF3L1	4396	10	C	3850.8	3893.11	2678.62	4075.69	3264.71	3984.4	1.220445308	0.287407644
sp|Q86UA6-2|RIP_HUMAN	RPAIN	 Isoform 2 of RPA-interacting protein OS=Homo sapiens GN=RPAIN	6795	3	C	949.414	1214.11	902.346	1045.17	925.88	1129.64	1.220071716	0.286965952
sp|Q9NR50-2|EI2BG_HUMAN	EIF2B3	 Isoform 2 of Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens GN=EIF2B3	1995	16	C	4988.72	5625.72	3931.28	5256.93	4460	5441.325	1.220028027	0.28691429
sp|P62913-2|RL11_HUMAN	RPL11	 Isoform 2 of 60S ribosomal protein L11 OS=Homo sapiens GN=RPL11	995	24	C	7425.42	10532.6	7529.2	7709.67	7477.31	9121.135	1.219841761	0.286694013
sp|O95229|ZWINT_HUMAN	ZWINT	 ZW10 interactor OS=Homo sapiens GN=ZWINT PE=1 SV=2	2350	9	C	1937.89	2381.75	1761.98	2131.32	1849.935	2256.535	1.219791506	0.286634575
sp|Q9UMS0-3|NFU1_HUMAN	NFU1	" Isoform 3 of NFU1 iron-sulfur cluster scaffold homolog, mitochondrial OS=Homo sapiens GN=NFU1"	5761	15	C	4882.76	6136.56	4663.15	5506.54	4772.955	5821.55	1.219695136	0.28652059
sp|P56385|ATP5I_HUMAN	ATP5I	" ATP synthase subunit e, mitochondrial OS=Homo sapiens GN=ATP5I PE=1 SV=2"	5205	10	C	3216.93	4502.23	3262.97	3401	3239.95	3951.615	1.219653081	0.286470845
sp|Q7L1W4|LRC8D_HUMAN	LRRC8D	 Leucine-rich repeat-containing protein 8D OS=Homo sapiens GN=LRRC8D PE=1 SV=1	4818	8	C	1391.25	1739.47	1328.05	1576.88	1359.65	1658.175	1.219560181	0.286360952
sp|Q5TZA2|CROCC_HUMAN	CROCC	 Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1	1244	23	C	3798.17	4676.15	3387.33	4086.27	3592.75	4381.21	1.219458632	0.286240818
sp|Q9NUP7|TRM13_HUMAN	CCDC76	 tRNA guanosine-2'-O-methyltransferase TRM13 homolog OS=Homo sapiens GN=CCDC76 PE=1 SV=2	7268	1	C	238.943	319.538	225.657	247.017	232.3	283.2775	1.219446836	0.286226863
sp|P16930|FAAA_HUMAN	FAH	 Fumarylacetoacetase OS=Homo sapiens GN=FAH PE=1 SV=2	1698	30	C	8420.55	9873.33	7309.96	9304.5	7865.255	9588.915	1.219148648	0.285874041
sp|Q9NRA8-2|4ET_HUMAN	EIF4ENIF1	 Isoform 2 of Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens GN=EIF4ENIF1	471	23	C	6188.53	7051.08	5124.19	6734.25	5656.36	6892.665	1.218569009	0.285187955
sp|Q9BU40-2|CRDL1_HUMAN	CHRDL1	 Isoform 2 of Chordin-like protein 1 OS=Homo sapiens GN=CHRDL1	5005	4	C	1450.16	1779.79	1294.86	1564.95	1372.51	1672.37	1.21847564	0.285077408
sp|Q9NS18-2|GLRX2_HUMAN	GLRX2	" Isoform 2 of Glutaredoxin-2, mitochondrial OS=Homo sapiens GN=GLRX2"	6599	1	C	138.244	180.583	105.282	116.124	121.763	148.3535	1.218379146	0.284963154
sp|Q53S33|BOLA3_HUMAN	BOLA3	 BolA-like protein 3 OS=Homo sapiens GN=BOLA3 PE=2 SV=1	6339	9	C	3648.01	4533.67	3304.04	3932.55	3476.025	4233.11	1.217801943	0.28427952
sp|P20933|ASPG_HUMAN	AGA	 N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Homo sapiens GN=AGA PE=1 SV=2	1983	14	C	3086.38	3369.72	2651.84	3617.22	2869.11	3493.47	1.217614522	0.28405747
sp|Q8TDB6|DTX3L_HUMAN	DTX3L	 E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens GN=DTX3L PE=1 SV=1	3337	11	C	1943.53	2363.26	1787.94	2180.23	1865.735	2271.745	1.21761397	0.284056816
sp|Q69YU3|AN34A_HUMAN	ANKRD34A	 Ankyrin repeat domain-containing protein 34A OS=Homo sapiens GN=ANKRD34A PE=2 SV=2	7033	1	C	125.855	151.034	119.685	147.908	122.77	149.471	1.217487986	0.283907536
sp|Q96PE7|MCEE_HUMAN	MCEE	" Methylmalonyl-CoA epimerase, mitochondrial OS=Homo sapiens GN=MCEE PE=1 SV=1"	3838	5	C	1434.05	1691.53	1324.11	1666.33	1379.08	1678.93	1.21742756	0.283835931
sp|Q96B97|SH3K1_HUMAN	SH3KBP1	 SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=1 SV=2	2537	1	C	107.965	141.159	97.9421	109.453	102.95355	125.306	1.217111989	0.283461919
sp|Q9BVC4|LST8_HUMAN	MLST8	 Target of rapamycin complex subunit LST8 OS=Homo sapiens GN=MLST8 PE=1 SV=1	3284	14	C	2370.85	2899.41	2273.9	2752.4	2322.375	2825.905	1.216816836	0.28311202
sp|P40926|MDHM_HUMAN	MDH2	" Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3"	1450	61	C	19438.6	22378.5	16295.6	21083.7	17867.1	21731.1	1.216263412	0.282455713
sp|Q53H80|AKIR2_HUMAN	AKIRIN2	 Akirin-2 OS=Homo sapiens GN=AKIRIN2 PE=1 SV=2	6783	2	C	875.991	1046.32	784.887	973.009	830.439	1009.6645	1.215820187	0.281929878
sp|Q7Z3J2|CP062_HUMAN	C16orf62	 UPF0505 protein C16orf62 OS=Homo sapiens GN=C16orf62 PE=1 SV=2	286	19	C	4921.23	5919.65	4764.02	5855.04	4842.625	5887.345	1.215734235	0.281827884
sp|Q8NDA8|HTR7A_HUMAN	HEATR7A	 HEAT repeat-containing protein 7A OS=Homo sapiens GN=HEATR7A PE=1 SV=3	4625	2	C	315.228	413.512	300.534	335.076	307.881	374.294	1.215709966	0.281799083
sp|Q9UIC8|LCMT1_HUMAN	LCMT1	 Leucine carboxyl methyltransferase 1 OS=Homo sapiens GN=LCMT1 PE=1 SV=2	2431	16	C	4803.04	5780.68	4303.47	5287.43	4553.255	5534.055	1.215406341	0.281438724
sp|Q9ULH7-4|MKL2_HUMAN	MKL2	 Isoform 4 of MKL/myocardin-like protein 2 OS=Homo sapiens GN=MKL2	1110	13	C	2966.15	3796.16	2880.1	3307.69	2923.125	3551.925	1.215112251	0.281089595
sp|Q9GZY8-2|MFF_HUMAN	MFF	 Isoform 2 of Mitochondrial fission factor OS=Homo sapiens GN=MFF	6063	8	C	1531.12	1783.93	1347.65	1714.02	1439.385	1748.975	1.215084915	0.281057138
sp|Q8IUR6-3|CE041_HUMAN	C5orf41	 Isoform 3 of UPF0474 protein C5orf41 OS=Homo sapiens GN=C5orf41	4646	1	C	128.646	158.938	122.611	146.346	125.6285	152.642	1.215026845	0.280988189
sp|Q9NWX5|ASB6_HUMAN	ASB6	 Ankyrin repeat and SOCS box protein 6 OS=Homo sapiens GN=ASB6 PE=1 SV=1	6952	1	C	68.9445	81.059	58.2356	73.4475	63.59005	77.25325	1.214863803	0.280794584
sp|Q9NYL2|MLTK_HUMAN	MLTK	 Mitogen-activated protein kinase kinase kinase MLT OS=Homo sapiens GN=MLTK PE=1 SV=3	3259	2	C	387.791	493.388	397.195	460.144	392.493	476.766	1.21471211	0.280614431
sp|Q9UBQ7|GRHPR_HUMAN	GRHPR	 Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens GN=GRHPR PE=1 SV=1	98	22	C	6177.04	6629.1	4869.72	6788.5	5523.38	6708.8	1.214618585	0.280503349
sp|Q8WUI4-3|HDAC7_HUMAN	HDAC7	 Isoform 3 of Histone deacetylase 7 OS=Homo sapiens GN=HDAC7	2808	11	C	1937.47	2352.91	1734.73	2106.95	1836.1	2229.93	1.214492675	0.280353788
sp|Q03154|ACY1_HUMAN	ACY1	 Aminoacylase-1 OS=Homo sapiens GN=ACY1 PE=1 SV=1	1278	28	C	6301.51	7864.36	5931.31	6989.91	6116.41	7427.135	1.214296458	0.280120684
sp|Q13950-2|RUNX2_HUMAN	RUNX2	 Isoform 2 of Runt-related transcription factor 2 OS=Homo sapiens GN=RUNX2	6193	12	C	2699.31	3368.14	2491.73	2932.89	2595.52	3150.515	1.213828058	0.279564074
sp|O95155-2|UBE4B_HUMAN	UBE4B	 Isoform 2 of Ubiquitin conjugation factor E4 B OS=Homo sapiens GN=UBE4B	595	19	C	2801.7	3448.83	2580.96	3083.22	2691.33	3266.025	1.213535687	0.279216535
sp|Q9HD15|SRA1_HUMAN	SRA1	 Steroid receptor RNA activator 1 OS=Homo sapiens GN=SRA1 PE=1 SV=1	5492	13	C	3723.97	4127.18	3278.61	4369.52	3501.29	4248.35	1.213367073	0.279016067
sp|O96013|PAK4_HUMAN	PAK4	 Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1	1619	13	C	3755.16	4101.86	2774.23	3820.42	3264.695	3961.14	1.213326207	0.278967476
sp|O95926|SYF2_HUMAN	SYF2	 Pre-mRNA-splicing factor SYF2 OS=Homo sapiens GN=SYF2 PE=1 SV=1	6666	5	C	1443.52	1819.15	1376.98	1603.01	1410.25	1711.08	1.213316788	0.278956276
sp|Q8TAD7|OCC1_HUMAN	OCC1	 Overexpressed in colon carcinoma 1 protein OS=Homo sapiens GN=OCC1 PE=1 SV=2	4726	8	C	1847.12	2492.3	1865.18	2011.3	1856.15	2251.8	1.213156264	0.278765393
sp|Q86YR5-4|GPSM1_HUMAN	GPSM1	 Isoform 4 of G-protein-signaling modulator 1 OS=Homo sapiens GN=GPSM1	2886	9	C	1463.8	1875.07	1379.37	1571.66	1421.585	1723.365	1.212284176	0.277727926
sp|P06899|H2B1J_HUMAN	HIST1H2BJ	 Histone H2B type 1-J OS=Homo sapiens GN=HIST1H2BJ PE=1 SV=3	2435	7	C	2437.23	4037.21	2810.31	2323.17	2623.77	3180.19	1.212068893	0.277471703
sp|Q13451|FKBP5_HUMAN	FKBP5	 Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Homo sapiens GN=FKBP5 PE=1 SV=2	2121	31	C	9673.96	12015.2	9368.43	11060	9521.195	11537.6	1.211780664	0.27712859
sp|Q9GZV4|IF5A2_HUMAN	EIF5A2	 Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3	4924	3	C	1467.11	1771.19	1320.28	1606.28	1393.695	1688.735	1.211696246	0.277028083
sp|Q15293|RCN1_HUMAN	RCN1	 Reticulocalbin-1 OS=Homo sapiens GN=RCN1 PE=1 SV=1	109	39	C	12216.4	14875.9	11115.5	13394.1	11665.95	14135	1.211645858	0.276968087
sp|Q9NVZ3|NECP2_HUMAN	NECAP2	 Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens GN=NECAP2 PE=1 SV=1	188	12	C	2796.76	3478.74	2693.21	3172.21	2744.985	3325.475	1.211472922	0.27676216
sp|P07602-2|SAP_HUMAN	PSAP	 Isoform Sap-mu-6 of Proactivator polypeptide OS=Homo sapiens GN=PSAP	3523	82	C	26401.7	35613.5	25600.5	27381.9	26001.1	31497.7	1.211398749	0.276673826
sp|P31930|QCR1_HUMAN	UQCRC1	" Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3"	809	32	C	7154.33	8803.4	6614.33	7872.74	6884.33	8338.07	1.211166519	0.276397229
sp|P53384-2|NUBP1_HUMAN	NUBP1	 Isoform 2 of Cytosolic Fe-S cluster assembly factor NUBP1 OS=Homo sapiens GN=NUBP1	5013	18	C	3529.3	4262.89	3296.01	4002.17	3412.655	4132.53	1.2109428	0.276130719
sp|P62888|RL30_HUMAN	RPL30	 60S ribosomal protein L30 OS=Homo sapiens GN=RPL30 PE=1 SV=2	6513	13	C	4576.19	4914.03	3438.72	4790.5	4007.455	4852.265	1.210809604	0.275972023
sp|Q9NZZ3|CHMP5_HUMAN	CHMP5	 Charged multivesicular body protein 5 OS=Homo sapiens GN=CHMP5 PE=1 SV=1	2650	12	C	3286.2	3936.54	3069.81	3757.91	3178.005	3847.225	1.210578649	0.275696812
sp|Q8TDJ6|DMXL2_HUMAN	DMXL2	 DmX-like protein 2 OS=Homo sapiens GN=DMXL2 PE=1 SV=2	3814	2	C	165.564	221.164	185.479	203.771	175.5215	212.4675	1.210492732	0.275594417
sp|P78527|PRKDC_HUMAN	PRKDC	 DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3	350	260	C	75468	89816.9	69277.8	85394.9	72372.9	87605.9	1.210479337	0.275578452
sp|Q9BW66|CINP_HUMAN	CINP	 Cyclin-dependent kinase 2-interacting protein OS=Homo sapiens GN=CINP PE=1 SV=1	4406	8	C	3138.27	3615.76	2846.78	3628.23	2992.525	3621.995	1.210347449	0.275421255
sp|P05141|ADT2_HUMAN	SLC25A5	 ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	580	49	C	17975.5	22334	15649.8	18361.5	16812.65	20347.75	1.210264295	0.275322135
sp|Q9Y490|TLN1_HUMAN	TLN1	 Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3	30	281	C	76198.3	91551.6	68605.9	83668.3	72402.1	87609.95	1.210047084	0.275063185
sp|P36578|RL4_HUMAN	RPL4	 60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5	5	48	C	20566.9	26387	19165	21680.3	19865.95	24033.65	1.209791125	0.274757982
sp|Q8TEX9-2|IPO4_HUMAN	IPO4	 Isoform 2 of Importin-4 OS=Homo sapiens GN=IPO4	666	25	C	5809.77	6948.03	5179.1	6344.28	5494.435	6646.155	1.209615729	0.274548805
sp|Q96FH0-2|MF2NB_HUMAN	MEF2BNB	 Isoform 2 of Protein MEF2BNB OS=Homo sapiens GN=MEF2BNB	5880	4	C	772.962	910.726	719.599	894.667	746.2805	902.6965	1.209594114	0.274523024
sp|Q96IX5|USMG5_HUMAN	USMG5	 Up-regulated during skeletal muscle growth protein 5 OS=Homo sapiens GN=USMG5 PE=1 SV=1	7335	2	C	228.741	287.521	219.928	254.946	224.3345	271.2335	1.209058348	0.27388387
sp|O43175|SERA_HUMAN	PHGDH	 D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	1659	58	C	18292	22296.6	17367.4	20809.4	17829.7	21553	1.208825723	0.273606266
sp|O15511|ARPC5_HUMAN	ARPC5	 Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5 PE=1 SV=3	1647	30	C	9975.76	11981.5	8789.02	10698.5	9382.39	11340	1.208647264	0.273393264
sp|Q9BY43|CHM4A_HUMAN	CHMP4A	 Charged multivesicular body protein 4a OS=Homo sapiens GN=CHMP4A PE=1 SV=3	1481	18	C	5613.37	6957.42	5493.6	6466.66	5553.485	6712.04	1.208617652	0.273357918
sp|Q96GS4|CQ059_HUMAN	C17orf59	 Uncharacterized protein C17orf59 OS=Homo sapiens GN=C17orf59 PE=1 SV=2	2292	18	C	2990.03	3529.48	2683.92	3326.88	2836.975	3428.18	1.208392742	0.273089424
sp|Q9BQC3|DPH2_HUMAN	DPH2	 Diphthamide biosynthesis protein 2 OS=Homo sapiens GN=DPH2 PE=1 SV=1	5551	2	C	442.437	591.142	480.215	523.761	461.326	557.4515	1.208367835	0.273059688
##sp|P11169|GTR3_HUMAN	SLC2A3	" Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens GN=SLC2A3 PE=1 SV=1"	5779	1	C	114.982	158.195	125.512	132.269	120.247	145.232	1.207780651	0.272358466
sp|Q13952-3|NFYC_HUMAN	NFYC	 Isoform 2 of Nuclear transcription factor Y subunit gamma OS=Homo sapiens GN=NFYC	6537	6	C	1464.15	1810.83	1393.45	1639.88	1428.8	1725.355	1.207555291	0.272089248
